species	imgt_gene_id	functionality	gene_definition	allele_count	chromosome	chromosomal_localization	ligm_db_accessions	ncbi_gene_id
Mus musculus	TRAV4-4/DV10	F	Mus musculus T cell receptor alpha variable 4-4/DV10	2	14	14C2 (19.7 cM)	AC004102	100113414
Mus musculus	TRAV4D-2	P	Mus musculus T cell receptor alpha variable 4D-2	2	14	14C2 (19.7 cM)	AF259073	546612
Mus musculus	TRAV4D-3	(F)  F	Mus musculus T cell receptor alpha variable 4D-3	6	14	14C2 (19.7 cM)	AC005402	100042479
Mus musculus	TRAV4D-4	(F)  F	Mus musculus T cell receptor alpha variable 4D-4	5	14	14C2 (19.7 cM)	AC005855	195296
Mus musculus	TRAV4N-3	F	Mus musculus T cell receptor alpha variable 4N-3	1	14	14C2 (19.7 cM)	AC188458	100042579
Mus musculus	TRAV4N-4	F	Mus musculus T cell receptor alpha variable 4N-4	1	14	14C2 (19.7 cM)	AC161460	100042607
Mus musculus	TRAV5-1	F	Mus musculus T cell receptor alpha variable 5-1	2	14	14C2 (19.7 cM)	AF259071	633740
Mus musculus	TRAV5-2	P	Mus musculus T cell receptor alpha variable 5-2	2	14	14C2 (19.7 cM)	AC003997	100126472
Mus musculus	TRAV5-3	P	Mus musculus T cell receptor alpha variable 5-3	1	14	14C2 (19.7 cM)	AC003997	100126589
Mus musculus	TRAV5-4	F	Mus musculus T cell receptor alpha variable 5-4	2	14	14C2 (19.7 cM)	AC003995	21507
Mus musculus	TRAV5D-2	P	Mus musculus T cell receptor alpha variable 5D-2	2	14	14C2 (19.7 cM)	AC005402	100101488
Mus musculus	TRAV5D-3	P	Mus musculus T cell receptor alpha variable 5D-3	2	14	14C2 (19.7 cM)	AC005402	100101489
Mus musculus	TRAV5D-4	(F)  F  ORF	Mus musculus T cell receptor alpha variable 5D-4	5	14	14C2 (19.7 cM)	AC005855	667583
Mus musculus	TRAV5N-2	P	Mus musculus T cell receptor alpha variable 5N-2	1	14	14C2 (19.7 cM)	AC188458	100126454
Mus musculus	TRAV5N-3	P	Mus musculus T cell receptor alpha variable 5N-3	1	14	14C2 (19.7 cM)	AC161460	100126455
Mus musculus	TRAV5N-4	F	Mus musculus T cell receptor alpha variable 5N-4	1	14	14C2 (19.7 cM)	AC161460	100042614
Mus musculus	TRAV6-1	(F)  F	Mus musculus T cell receptor alpha variable 6-1	3	14	14C2 (19.7 cM)	AF259071	667449
Mus musculus	TRAV6-2	(F)  F	Mus musculus T cell receptor alpha variable 6-2	3	14	14C2 (19.7 cM)	AF259071	436539
Mus musculus	TRAV6-3	F	Mus musculus T cell receptor alpha variable 6-3	2	14	14C2 (19.7 cM)	AC004407	328483
Mus musculus	TRAV6-4	(F)  F	Mus musculus T cell receptor alpha variable 6-4	3	14	14C2 (19.7 cM)	AC004407	100126463
Mus musculus	TRAV6-5	(F)  F	Mus musculus T cell receptor alpha variable 6-5	4	14	14C2 (19.7 cM)	AC004405	100126464
Mus musculus	TRAV6-6	(F)  F	Mus musculus T cell receptor alpha variable 6-6	4	14	14C2 (19.7 cM)	AC005240	100126465
Mus musculus	TRAV6-7/DV9	(F)  (P)  F	Mus musculus T cell receptor alpha variable 6-7/DV9	8	14	14C2 (19.7 cM)	AC003995	100113413
Mus musculus	TRAV6D-3	(F)  F	Mus musculus T cell receptor alpha variable 6D-3	3	14	14C2 (19.7 cM)	AF259073	627394
Mus musculus	TRAV6D-4	F	Mus musculus T cell receptor alpha variable 6D-4	1	14	14C2 (19.7 cM)	AC005403	277146
Mus musculus	TRAV6D-5	F	Mus musculus T cell receptor alpha variable 6D-5	2	14	14C2 (19.7 cM)	AC003994	667481
Mus musculus	TRAV6D-6	(F)  F	Mus musculus T cell receptor alpha variable 6D-6	5	14	14C2 (19.7 cM)	AC004101	100042444
Mus musculus	TRAV6D-7	(F)  F	Mus musculus T cell receptor alpha variable 6D-7	4	14	14C2 (19.7 cM)	AC005855	385047
Mus musculus	TRAV6N-5	F	Mus musculus T cell receptor alpha variable 6N-5	1	14	14C2 (19.7 cM)	AC163653	100126451
Mus musculus	TRAV6N-6	F	Mus musculus T cell receptor alpha variable 6N-6	1	14	14C2 (19.7 cM)	AC163653	620297
Mus musculus	TRAV6N-7	F	Mus musculus T cell receptor alpha variable 6N-7	1	14	14C2 (19.7 cM)	AC161460	100126456
Mus musculus	TRAV7-1	F	Mus musculus T cell receptor alpha variable 7-1	2	14	14C2 (19.7 cM)	AF259071	671652
Mus musculus	TRAV7-2	F	Mus musculus T cell receptor alpha variable 7-2	2	14	14C2 (19.7 cM)	AC004407	634132
Mus musculus	TRAV7-3	(F)  F	Mus musculus T cell receptor alpha variable 7-3	4	14	14C2 (19.7 cM)	AC004407	547420
Mus musculus	TRAV7-4	F	Mus musculus T cell receptor alpha variable 7-4	2	14	14C2 (19.7 cM)	AC004407	386450
Mus musculus	TRAV7-5	(F)  F	Mus musculus T cell receptor alpha variable 7-5	3	14	14C2 (19.7 cM)	AC004406	630061
Mus musculus	TRAV7-6	F	Mus musculus T cell receptor alpha variable 7-6	2	14	14C2 (19.7 cM)	AC003995	213480
Mus musculus	TRAV7D-2	(F)  F	Mus musculus T cell receptor alpha variable 7D-2	3	14	14C2 (19.7 cM)	AF259071	100042410
Mus musculus	TRAV7D-3	(F)  F	Mus musculus T cell receptor alpha variable 7D-3	3	14	14C2 (19.7 cM)	X02833	100042419
Mus musculus	TRAV7D-4	(F)  F	Mus musculus T cell receptor alpha variable 7D-4	3	14	14C2 (19.7 cM)	X56723	382180
Mus musculus	TRAV7D-5	F	Mus musculus T cell receptor alpha variable 7D-5	2	14	14C2 (19.7 cM)	AC004101	627273
Mus musculus	TRAV7D-6	F	Mus musculus T cell receptor alpha variable 7D-6	2	14	14C2 (19.7 cM)	AC005855	320734
Mus musculus	TRAV7N-4	F	Mus musculus T cell receptor alpha variable 7N-4	1	14	14C2 (19.7 cM)	AC163653	636127
Mus musculus	TRAV7N-5	F	Mus musculus T cell receptor alpha variable 7N-5	1	14	14C2 (19.7 cM)	AC163653	667635
Mus musculus	TRAV7N-6	F	Mus musculus T cell receptor alpha variable 7N-6	1	14	14C2 (19.7 cM)	AC161460	100126457
Mus musculus	TRAV8-1	(F)  F	Mus musculus T cell receptor alpha variable 8-1	3	14	14C2 (19.7 cM)	AC004407	674098
Mus musculus	TRAV8-2	F  P	Mus musculus T cell receptor alpha variable 8-2	2	14	14C2 (19.7 cM)	AC004096	193587
Mus musculus	TRAV8D-1	(F)  F	Mus musculus T cell receptor alpha variable 8D-1	2	14	14C2 (19.7 cM)	AC003994	667476
Mus musculus	TRAV8D-2	(F)  F	Mus musculus T cell receptor alpha variable 8D-2	3	14	14C2 (19.7 cM)	AC005855	667604
Mus musculus	TRAV8N-2	F	Mus musculus T cell receptor alpha variable 8N-2	1	14	14C2 (19.7 cM)	AC161460	100126458
Mus musculus	TRAV9-1	F	Mus musculus T cell receptor alpha variable 9-1	2	14	14C2 (19.7 cM)	AC004405	627324
Mus musculus	TRAV9-2	F	Mus musculus T cell receptor alpha variable 9-2	2	14	14C2 (19.7 cM)	U26917	436479
Mus musculus	TRAV9-3	(F)  F	Mus musculus T cell receptor alpha variable 9-3	3	14	14C2 (19.7 cM)	U31878	100126588
Mus musculus	TRAV9-4	F	Mus musculus T cell receptor alpha variable 9-4	2	14	14C2 (19.7 cM)	X02857	630461
Mus musculus	TRAV9D-1	(F)  F	Mus musculus T cell receptor alpha variable 9D-1	3	14	14C2 (19.7 cM)	AC003994	671927
Mus musculus	TRAV9D-2	(F)  (P)  F  ORF	Mus musculus T cell receptor alpha variable 9D-2	5	14	14C2 (19.7 cM)	U31877	328482
Mus musculus	TRAV9D-3	(F)  F	Mus musculus T cell receptor alpha variable 9D-3	3	14	14C2 (19.7 cM)	AC005402	100038850
Mus musculus	TRAV9D-4	(F)  F  P	Mus musculus T cell receptor alpha variable 9D-4	4	14	14C2 (19.7 cM)	AC005855	667574
Mus musculus	TRAV9N-1	P	Mus musculus T cell receptor alpha variable 9N-1	1	14	14C2 (19.7 cM)	AC163653	279872
Mus musculus	TRAV9N-2	F	Mus musculus T cell receptor alpha variable 9N-2	1	14	14C2 (19.7 cM)	AC188458	667660
Mus musculus	TRAV9N-3	F	Mus musculus T cell receptor alpha variable 9N-3	1	14	14C2 (19.7 cM)	AC188458	100043274
Mus musculus	TRAV9N-4	F	Mus musculus T cell receptor alpha variable 9N-4	1	14	14C2 (19.7 cM)	AC161460	279882
Mus musculus	TRBC1	F	Mus musculus T cell receptor beta constant 1	1	6	6B1 (20.5 cM)	IMGT000132	100125262
Mus musculus	TRBC2	F	Mus musculus T cell receptor beta constant 2	3	6	6B1 (20.5 cM)	M26060;M26058;M26059;M26057	100125263
Mus musculus	TRBD1	F	Mus musculus T cell receptor beta diversity 1	1	6	6B1 (20.5 cM)	X00933	100125246
Mus musculus	TRBD2	F	Mus musculus T cell receptor beta diversity 2	1	6	6B1 (20.5 cM)	X00934	100125247
Mus musculus	TRBJ1-1	(F)  F	Mus musculus T cell receptor beta joining 1-1	2	6	6B1 (20.5 cM)	X01018	100125248
Mus musculus	TRBJ1-2	F	Mus musculus T cell receptor beta joining 1-2	1	6	6B1 (20.5 cM)	X01018	100125249
Mus musculus	TRBJ1-3	F	Mus musculus T cell receptor beta joining 1-3	1	6	6B1 (20.5 cM)	X01018	100125250
Mus musculus	TRBJ1-4	F	Mus musculus T cell receptor beta joining 1-4	2	6	6B1 (20.5 cM)	X01018	100125251
Mus musculus	TRBJ1-5	F	Mus musculus T cell receptor beta joining 1-5	3	6	6B1 (20.5 cM)	AE000665	100125252
Mus musculus	TRBJ1-6	ORF	Mus musculus T cell receptor beta joining 1-6	1	6	6B1 (20.5 cM)	X01018	100125253
Mus musculus	TRBJ1-7	ORF	Mus musculus T cell receptor beta joining 1-7	1	6	6B1 (20.5 cM)	X01018	100125254
Mus musculus	TRBJ2-1	F	Mus musculus T cell receptor beta joining 2-1	1	6	6B1 (20.5 cM)	K02802	100125255
Mus musculus	TRBJ2-2	F	Mus musculus T cell receptor beta joining 2-2	1	6	6B1 (20.5 cM)	K02802	100125256
Mus musculus	TRBJ2-3	F	Mus musculus T cell receptor beta joining 2-3	1	6	6B1 (20.5 cM)	K02802	100125257
Mus musculus	TRBJ2-4	F	Mus musculus T cell receptor beta joining 2-4	1	6	6B1 (20.5 cM)	K02802	100125258
Mus musculus	TRBJ2-5	F	Mus musculus T cell receptor beta joining 2-5	1	6	6B1 (20.5 cM)	K02802	100125259
Mus musculus	TRBJ2-6	P	Mus musculus T cell receptor beta joining 2-6	1	6	6B1 (20.5 cM)	K02802	100125260
Mus musculus	TRBJ2-7	(F)  F	Mus musculus T cell receptor beta joining 2-7	2	6	6B1 (20.5 cM)	K02802	100125261
Mus musculus	TRBV1	(F)  F	Mus musculus T cell receptor beta variable 1	2	6	6B1 (20.5 cM)	AE000663	621968
Mus musculus	TRBV10	P	Mus musculus T cell receptor beta variable 10	1	6	6B1 (20.5 cM)	X16694	100124670
Mus musculus	TRBV11	P	Mus musculus T cell receptor beta variable 11	1	6	6B1 (20.5 cM)	AE000663	100124671
Mus musculus	TRBV12-1	(F)  F	Mus musculus T cell receptor beta variable 12-1	2	6	6B1 (20.5 cM)	M15614	100124672
Mus musculus	TRBV12-2	(F)  F	Mus musculus T cell receptor beta variable 12-2	2	6	6B1 (20.5 cM)	M15613	100124674
Mus musculus	TRBV12-3	P	Mus musculus T cell receptor beta variable 12-3	1	6	6B1 (20.5 cM)	M15615	100124676
Mus musculus	TRBV13-1	F	Mus musculus T cell receptor beta variable 13-1	2	6	6B1 (20.5 cM)	M15618	100124673
Mus musculus	TRBV13-2	(F)  F	Mus musculus T cell receptor beta variable 13-2	5	6	6B1 (20.5 cM)	M15617	100124675
Mus musculus	TRBV13-3	F	Mus musculus T cell receptor beta variable 13-3	1	6	6B1 (20.5 cM)	M15616	100124677
Mus musculus	TRBV14	F	Mus musculus T cell receptor beta variable 14	1	6	6B1 (20.5 cM)	AE000664	100124678
Mus musculus	TRBV15	F	Mus musculus T cell receptor beta variable 15	1	6	6B1 (20.5 cM)	AE000664	100124679
Mus musculus	TRBV16	(F)  F	Mus musculus T cell receptor beta variable 16	4	6	6B1 (20.5 cM)	L29434	100124680
Mus musculus	TRBV17	F	Mus musculus T cell receptor beta variable 17	1	6	6B1 (20.5 cM)	AE000664	100124681
Mus musculus	TRBV18	P	Mus musculus T cell receptor beta variable 18	1	6	6B1 (20.5 cM)	X16692	100124682
Mus musculus	TRBV19	(F)  F	Mus musculus T cell receptor beta variable 19	3	6	6B1 (20.5 cM)	AE000664	100124684
Mus musculus	TRBV2	F	Mus musculus T cell receptor beta variable 2	1	6	6B1 (20.5 cM)	AE000663	100124659
Mus musculus	TRBV20	(F)  F	Mus musculus T cell receptor beta variable 20	2	6	6B1 (20.5 cM)	AE000664	100124685
Mus musculus	TRBV21	ORF	Mus musculus T cell receptor beta variable 21	1	6	6B1 (20.5 cM)	X16691	100124686
Mus musculus	TRBV22	P	Mus musculus T cell receptor beta variable 22	1	6	6B1 (20.5 cM)	X16690	100124687
Mus musculus	TRBV23	F	Mus musculus T cell receptor beta variable 23	1	6	6B1 (20.5 cM)	AE000664	100124688
Mus musculus	TRBV24	(F)  (ORF)  F  P	Mus musculus T cell receptor beta variable 24	4	6	6B1 (20.5 cM)	M61184	100124689
Mus musculus	TRBV25	P	Mus musculus T cell receptor beta variable 25	1	6	6B1 (20.5 cM)	X16689	100124690
Mus musculus	TRBV26	(F)  F	Mus musculus T cell receptor beta variable 26	2	6	6B1 (20.5 cM)	K02548	110315
Mus musculus	TRBV27	P	Mus musculus T cell receptor beta variable 27	1	6	6B1 (20.5 cM)	AE000664	100124693
Mus musculus	TRBV28	P	Mus musculus T cell receptor beta variable 28	1	6	6B1 (20.5 cM)	AE000664	100124694
Mus musculus	TRBV29	(F)  F	Mus musculus T cell receptor beta variable 29	2	6	6B1 (20.5 cM)	AE000664	100124698
Mus musculus	TRBV3	(F)  F	Mus musculus T cell receptor beta variable 3	2	6	6B1 (20.5 cM)	AE000663	100039790
Mus musculus	TRBV30	F	Mus musculus T cell receptor beta variable 30	1	6	6B1 (20.5 cM)	X16695	100124699
Mus musculus	TRBV31	(F)  F	Mus musculus T cell receptor beta variable 31	2	6	6B1 (20.5 cM)	X03277	269846
Mus musculus	TRBV4	(F)  F	Mus musculus T cell receptor beta variable 4	2	6	6B1 (20.5 cM)	X56725	100124660
Mus musculus	TRBV5	(F)  F	Mus musculus T cell receptor beta variable 5	5	6	6B1 (20.5 cM)	AE000663	100124661
Mus musculus	TRBV6	P	Mus musculus T cell receptor beta variable 6	1	6	6B1 (20.5 cM)	AE000663	100124662
Mus musculus	TRBV7	P	Mus musculus T cell receptor beta variable 7	1	6	6B1 (20.5 cM)	AE000663	100124663
Mus musculus	TRBV8	P	Mus musculus T cell receptor beta variable 8	1	6	6B1 (20.5 cM)	AE000663	100124664
Mus musculus	TRBV9	P	Mus musculus T cell receptor beta variable 9	1	6	6B1 (20.5 cM)	X16693	100124665
Mus musculus	TRDC	F	Mus musculus T cell receptor delta constant	1	14	14C2 (19.7 cM)	M23381;L36135;L36134;L36133	100123473
Mus musculus	TRDD1	F	Mus musculus T cell receptor delta diversity 1	2	14	14C2 (19.7 cM)	X64900	100114902
Mus musculus	TRDD2	F	Mus musculus T cell receptor delta diversity 2	1	14	14C2 (19.7 cM)	X64901	100114904
Mus musculus	TRDJ1	F	Mus musculus T cell receptor delta joining 1	1	14	14C2 (19.7 cM)	AF019412	100115376
Mus musculus	TRDJ2	F	Mus musculus T cell receptor delta joining 2	2	14	14C2 (19.7 cM)	X64903	100118398
Mus musculus	TRDV1	F	Mus musculus T cell receptor delta variable 1	2	14	14C2 (19.7 cM)	M94080	627813
Mus musculus	TRDV2-1	F	Mus musculus T cell receptor delta variable 2-1	2	14	14C2 (19.7 cM)	AC003993	100101942
Mus musculus	TRDV2-2	F  [F]	Mus musculus T cell receptor delta variable 2-2	2	14	14C2 (19.7 cM)	AC003993	320913
Mus musculus	TRDV3	P	Mus musculus T cell receptor delta variable 3	2	14	14C2 (19.7 cM)	AC005835	100114900
Mus musculus	TRDV4	F	Mus musculus T cell receptor delta variable 4	1	14	14C2 (19.7 cM)	AC003057	100114901
Mus musculus	TRDV5	(F)  F	Mus musculus T cell receptor delta variable 3	4	14	14C2 (19.7 cM)	M23382	626545
Mus musculus	TRGC1	F	Mus musculus T cell receptor gamma constant 1	2	13	13A2 (10.0 cM)	M13340;M13341;M13342	107573
Mus musculus	TRGC2	F	Mus musculus T cell receptor gamma constant 2	2	13	13A2 (10.0 cM)	M12836;M12835;M12834	107574
Mus musculus	TRGC3	ORF  P	Mus musculus T cell receptor gamma constant 3	3	13	13A2 (10.0 cM)	M12839;M12838;M12837	107575
Mus musculus	TRGC4	F	Mus musculus T cell receptor gamma constant 4	2	13	13A2 (10.0 cM)	L02340;L02341;AF021335	107576
Mus musculus	TRGJ1	F	Mus musculus T cell receptor gamma joining 1	1	13	13A2 (10.0 cM)	M12830	100126431
Mus musculus	TRGJ2	F	Mus musculus T cell receptor gamma joining 2	1	13	13A2 (10.0 cM)	M12829	100126433
Mus musculus	TRGJ3	F	Mus musculus T cell receptor gamma joining 3	1	13	13A2 (10.0 cM)	AF037352	100126432
Mus musculus	TRGJ4	F	Mus musculus T cell receptor gamma joining 4	1	13	13A2 (10.0 cM)	X05502	100126434
Mus musculus	TRGV1	(F)  F	Mus musculus T cell receptor gamma variable 1	8	13	13A2 (10.0 cM)	M12832	21632
Mus musculus	TRGV2	(F)  F  [F]	Mus musculus T cell receptor gamma variable 2	5	13	13A2 (10.0 cM)	M12831	21636
Mus musculus	TRGV3	F  [F]	Mus musculus T cell receptor gamma variable 3	3	13	13A2 (10.0 cM)	AF037352	21637
Mus musculus	TRGV4	(F)  F	Mus musculus T cell receptor gamma variable 4	5	13	13A2 (10.0 cM)	AF037352	21638
Mus musculus	TRGV5	F	Mus musculus T cell receptor gamma variable 5	1	13	13A2 (10.0 cM)	AF037352	21639
Mus musculus	TRGV6	(F)  F	Mus musculus T cell receptor gamma variable 6	4	13	13A2 (10.0 cM)	D29793	21640
Mus musculus	TRGV7	F	Mus musculus T cell receptor gamma variable 7	2	13	13A2 (10.0 cM)	D29794	21641
Mus musculus	TRGVA	P	Mus musculus T cell receptor gamma variable A	2	13	13A2 (10.0 cM)	IMGT000133	-
Mus pahari	TRBC1	P	Mus pahari T cell receptor beta constant 1	1	-	-	M28600	-
Mus pahari	TRBC2	F	Mus pahari T cell receptor beta constant 2	1	-	-	M28601	-
Mus spretus	TRBC1	F	Mus spretus T cell receptor beta constant 1	1	-	-	M28759;M28765;M28763;M28761	-
Mus spretus	TRBC2	F	Mus spretus T cell receptor beta constant 2	1	-	-	M28766;M28764;M28762;M28760	-
Mustela putorius furo	TRAC	F	Mustela putorius furo T cell receptor alpha constant	1			BK068537	-
Mustela putorius furo	TRAJ1	F	Mustela putorius furo T cell receptor alpha joining 1	1			BK068537	-
Mustela putorius furo	TRAJ10	ORF	Mustela putorius furo T cell receptor alpha joining 10	1			BK068537	-
Mustela putorius furo	TRAJ11	ORF	Mustela putorius furo T cell receptor alpha joining 11	1			BK068537	-
Mustela putorius furo	TRAJ12	F	Mustela putorius furo T cell receptor alpha joining 12	1			BK068537	-
Mustela putorius furo	TRAJ13	ORF	Mustela putorius furo T cell receptor alpha joining 13	1			BK068537	-
Mustela putorius furo	TRAJ14	P	Mustela putorius furo T cell receptor alpha joining 14	1			BK068537	-
Mustela putorius furo	TRAJ15	F	Mustela putorius furo T cell receptor alpha joining 15	1			BK068537	-
Mustela putorius furo	TRAJ16	F	Mustela putorius furo T cell receptor alpha joining 16	1			BK068537	-
Mustela putorius furo	TRAJ17	ORF	Mustela putorius furo T cell receptor alpha joining 17	1			BK068537	-
Mustela putorius furo	TRAJ18	F	Mustela putorius furo T cell receptor alpha joining 18	1			BK068537	-
Mustela putorius furo	TRAJ19	ORF	Mustela putorius furo T cell receptor alpha joining 19	1			BK068537	-
Mustela putorius furo	TRAJ2	F	Mustela putorius furo T cell receptor alpha joining 2	1			BK068537	-
Mustela putorius furo	TRAJ20	F	Mustela putorius furo T cell receptor alpha joining 20	1			BK068537	-
Mustela putorius furo	TRAJ21	F	Mustela putorius furo T cell receptor alpha joining 21	1			BK068537	-
Mustela putorius furo	TRAJ22	F	Mustela putorius furo T cell receptor alpha joining 22	1			BK068537	-
Mustela putorius furo	TRAJ23	F	Mustela putorius furo T cell receptor alpha joining 23	1			BK068537	-
Mustela putorius furo	TRAJ24	ORF	Mustela putorius furo T cell receptor alpha joining 24	1			BK068537	-
Mustela putorius furo	TRAJ25	F	Mustela putorius furo T cell receptor alpha joining 25	1			BK068537	-
Mustela putorius furo	TRAJ26	F	Mustela putorius furo T cell receptor alpha joining 26	1			BK068537	-
Mustela putorius furo	TRAJ27	F	Mustela putorius furo T cell receptor alpha joining 27	1			BK068537	-
Mustela putorius furo	TRAJ28	F	Mustela putorius furo T cell receptor alpha joining 28	1			BK068537	-
Mustela putorius furo	TRAJ29	F	Mustela putorius furo T cell receptor alpha joining 29	1			BK068537	-
Mustela putorius furo	TRAJ3	P	Mustela putorius furo T cell receptor alpha joining 3	1			BK068537	-
Mustela putorius furo	TRAJ30	F	Mustela putorius furo T cell receptor alpha joining 30	1			BK068537	-
Mustela putorius furo	TRAJ31	F	Mustela putorius furo T cell receptor alpha joining 31	1			BK068537	-
Mustela putorius furo	TRAJ32	ORF	Mustela putorius furo T cell receptor alpha joining 32	1			BK068537	-
Mustela putorius furo	TRAJ33	ORF	Mustela putorius furo T cell receptor alpha joining 33	1			BK068537	-
Mustela putorius furo	TRAJ34	F	Mustela putorius furo T cell receptor alpha joining 34	1			BK068537	-
Mustela putorius furo	TRAJ35	F	Mustela putorius furo T cell receptor alpha joining 35	1			BK068537	-
Mustela putorius furo	TRAJ36	F	Mustela putorius furo T cell receptor alpha joining 36	1			BK068537	-
Mustela putorius furo	TRAJ37	ORF	Mustela putorius furo T cell receptor alpha joining 37	1			BK068537	-
Mustela putorius furo	TRAJ38	F	Mustela putorius furo T cell receptor alpha joining 38	1			BK068537	-
Mustela putorius furo	TRAJ39	F	Mustela putorius furo T cell receptor alpha joining 39	1			BK068537	-
Mustela putorius furo	TRAJ4	F	Mustela putorius furo T cell receptor alpha joining 4	1			BK068537	-
Mustela putorius furo	TRAJ40	F	Mustela putorius furo T cell receptor alpha joining 40	1			BK068537	-
Mustela putorius furo	TRAJ41	F	Mustela putorius furo T cell receptor alpha joining 41	1			BK068537	-
Mustela putorius furo	TRAJ42	F	Mustela putorius furo T cell receptor alpha joining 42	1			BK068537	-
Mustela putorius furo	TRAJ43	F	Mustela putorius furo T cell receptor alpha joining 43	1			BK068537	-
Mustela putorius furo	TRAJ44	P	Mustela putorius furo T cell receptor alpha joining 44	1			BK068537	-
Mustela putorius furo	TRAJ45	ORF	Mustela putorius furo T cell receptor alpha joining 45	1			BK068537	-
Mustela putorius furo	TRAJ46	F	Mustela putorius furo T cell receptor alpha joining 46	1			BK068537	-
Mustela putorius furo	TRAJ47	ORF	Mustela putorius furo T cell receptor alpha joining 47	1			BK068537	-
Mustela putorius furo	TRAJ48	F	Mustela putorius furo T cell receptor alpha joining 48	1			BK068537	-
Mustela putorius furo	TRAJ49	F	Mustela putorius furo T cell receptor alpha joining 49	1			BK068537	-
Mustela putorius furo	TRAJ5	F	Mustela putorius furo T cell receptor alpha joining 5	1			BK068537	-
Mustela putorius furo	TRAJ50	F	Mustela putorius furo T cell receptor alpha joining 50	1			BK068537	-
Mustela putorius furo	TRAJ51	P	Mustela putorius furo T cell receptor alpha joining 51	1			BK068537	-
Mustela putorius furo	TRAJ52	ORF	Mustela putorius furo T cell receptor alpha joining 52	1			BK068537	-
Mustela putorius furo	TRAJ53	F	Mustela putorius furo T cell receptor alpha joining 53	1			BK068537	-
Mustela putorius furo	TRAJ54	ORF	Mustela putorius furo T cell receptor alpha joining 54	1			BK068537	-
Mustela putorius furo	TRAJ56	F	Mustela putorius furo T cell receptor alpha joining 56	1			BK068537	-
Mustela putorius furo	TRAJ57	ORF	Mustela putorius furo T cell receptor alpha joining 57	1			BK068537	-
Mustela putorius furo	TRAJ58	F	Mustela putorius furo T cell receptor alpha joining 58	1			BK068537	-
Mustela putorius furo	TRAJ59	ORF	Mustela putorius furo T cell receptor alpha joining 59	1			BK068537	-
